user_id,phone_number,imei_prefix,phone_model,timestamp,current_city,current_area,current_location_lat,current_location_lon,cell_tower_id,cell_tower_lat,cell_tower_lon,previous_city,previous_area,previous_location_lat,previous_location_lon,prev_cell_tower_id,prev_cell_tower_lat,prev_cell_tower_lon,last_sim_usage_timestamp,last_device_usage_timestamp,sim_change_flag,device_change_flag,time_since_last_sim_change,num_calls_last_24h,num_sms_last_24h,data_usage_last_24h,change_in_data_usage,login_attempts,num_failed_logins_last_24h,transaction_count,account_activity_flag,is_roaming,distance_change_km,change_in_cell_tower_id,risk_score,label,is_sim_swap,alert_type
DEMOUSER_6063,+94709605824,63595009,Samsung Galaxy S24,2026-02-04 13:58:15,Anuradhapura,Area_11,9.896356,81.676225,BAD_BA_3038,6.14641,81.3952,Kandy,Area_11,7.164514,80.650587,BAT_KA_7011,9.59481,79.975024,2026-02-04 04:58:15,2026-02-04 09:58:15,0,0,31,10,27,1.65,3.32,3,1,16,0,0,33.4,0,4.38,0,0,NORMAL_BEHAVIOR
DEMOUSER_6064,+94787620663,84542787,iPhone 14,2026-02-04 13:58:15,Kandy,Area_15,7.497166,81.258087,JAF_NA_2956,6.22572,81.338829,Jaffna,Area_7,7.7248,81.090427,COL_KI_5412,9.89969,80.714522,2026-02-03 18:58:15,2026-02-01 23:58:15,1,0,27,32,94,5.68,-0.49,17,6,4,1,1,165.44,1,77.87,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6065,+94772402406,61715437,Xiaomi Note 18,2026-02-13 13:58:15,Galle,Area_19,8.684535,81.148978,RAT_EM_4360,8.601337,80.578235,Anuradhapura,Area_13,7.967592,81.792877,KUR_NA_7806,6.662494,81.744043,2026-02-11 14:58:15,2026-02-13 02:58:15,0,0,23,7,17,1.56,1.13,4,3,4,0,0,26.88,0,22.42,0,0,NORMAL_BEHAVIOR
DEMOUSER_6066,+94776635065,10923438,Huawei Nova 10,2026-02-26 13:58:15,Jaffna,Area_10,8.039853,80.854512,JAF_KO_2410,6.07967,79.646955,Jaffna,Area_5,7.404624,79.992166,COL_WE_1754,7.575786,79.708925,2026-02-26 11:58:15,2026-02-24 08:58:15,0,0,44,1,22,1.34,-1.2,6,0,1,1,1,14.68,0,23.86,0,0,NORMAL_BEHAVIOR
DEMOUSER_6067,+94766865653,19797589,Samsung Galaxy S24,2026-01-31 13:58:15,Matara,Area_4,9.857618,79.760207,BAT_KA_6355,6.851205,80.407048,Galle,Area_18,8.339226,81.242223,JAF_PO_6022,7.5232,80.721856,2026-01-30 13:58:15,2026-01-30 13:58:15,0,0,37,3,34,1.76,3.19,1,1,17,0,0,15.34,0,17.57,0,0,NORMAL_BEHAVIOR
DEMOUSER_6068,+94703071288,60589755,Samsung Galaxy S22,2026-02-20 13:58:15,Batticaloa,Area_17,8.491736,80.837449,KAN_PE_1960,8.964206,80.791842,Jaffna,Area_9,9.563235,80.719791,KUR_KU_8048,7.938672,80.873052,2026-02-19 21:58:15,2026-02-18 08:58:15,0,0,4,18,19,1.68,3.03,7,2,18,1,1,4.59,0,18.64,0,0,NORMAL_BEHAVIOR
DEMOUSER_6069,+94702709863,64836533,Oppo A78,2026-01-28 13:58:15,Jaffna,Area_19,9.388726,80.961206,COL_WE_1994,6.791785,81.711731,Galle,Area_15,9.514215,80.0009,BAT_KA_6811,7.186156,79.944154,2026-01-27 01:58:15,2026-01-26 09:58:15,1,1,32,21,117,7.34,5.82,17,15,17,1,1,417.12,0,76.47,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6070,+94708294333,46317341,Oppo A78,2026-02-17 13:58:15,Galle,Area_13,5.93489,79.700197,JAF_PO_4882,9.738112,79.735811,Colombo,Area_19,8.492052,81.306598,BAT_ER_9157,8.485594,81.681814,2026-02-16 00:58:15,2026-02-15 22:58:15,1,1,35,78,50,2.46,3.21,14,7,16,1,1,263.03,1,78.45,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6071,+94707159924,91774005,iPhone 14,2026-02-04 13:58:15,Jaffna,Area_13,6.620084,81.085783,JAF_PO_1390,6.636822,79.969474,Galle,Area_4,9.106381,80.238423,KUR_KU_8360,7.778349,81.651818,2026-02-03 17:58:15,2026-02-03 03:58:15,1,0,8,60,101,7.88,1.72,15,5,15,1,1,415.71,0,64.57,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6072,+94765108467,46448223,iPhone 13,2026-01-30 13:58:15,Kandy,Area_13,8.274803,80.563983,JAF_CH_9209,7.979865,81.119475,Galle,Area_8,9.624875,79.699403,JAF_NA_6867,5.929402,80.495642,2026-01-29 13:58:15,2026-01-28 16:58:15,1,0,26,78,41,4.37,3.35,20,7,3,0,0,442.38,1,93.65,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6073,+94780453014,35654745,Oppo A78,2026-01-28 13:58:15,Galle,Area_14,8.965802,80.60732,KAN_AK_6691,9.551137,81.147061,Negombo,Area_11,8.960475,81.442317,GAL_UN_5476,8.887951,79.673277,2026-01-27 05:58:15,2026-01-27 10:58:15,1,1,17,69,104,5.74,0.56,14,12,0,1,0,297.47,1,92.8,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6074,+94700925855,66531189,Samsung Galaxy S24,2026-01-31 13:58:15,Galle,Area_11,7.476192,79.555092,BAD_BA_4954,8.102302,81.656086,Galle,Area_7,5.982643,80.102646,BAT_KA_3664,8.529292,81.195796,2026-01-30 01:58:15,2026-01-28 22:58:15,1,0,2,36,71,5.93,-0.13,28,9,2,0,0,251.34,0,88.61,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6075,+94774505381,58833000,Huawei P50,2026-01-29 13:58:15,Colombo,Area_14,9.149362,81.270161,KUR_PA_3515,6.40393,80.054883,Batticaloa,Area_10,6.24354,81.040104,BAT_KA_8161,9.42815,80.401922,2026-01-28 16:58:15,2026-01-27 08:58:15,0,0,30,13,35,1.91,5.38,8,1,13,0,0,15.89,0,15.4,0,0,NORMAL_BEHAVIOR
DEMOUSER_6076,+94708486351,14408428,Xiaomi Poco X4,2026-01-29 13:58:15,Matara,Area_6,7.822809,80.667325,RAT_PE_2075,6.90347,81.448702,Kurunegala,Area_5,8.251266,80.370023,KUR_PA_2376,7.872735,81.045648,2026-01-29 08:58:15,2026-01-26 16:58:15,0,0,48,19,17,0.89,-0.27,1,3,18,1,0,7.03,0,9.98,0,0,NORMAL_BEHAVIOR
DEMOUSER_6077,+94729309228,70288705,Samsung Galaxy S22,2026-02-20 13:58:15,Batticaloa,Area_18,6.521439,79.812655,JAF_CH_7460,6.549853,81.278079,Matara,Area_18,8.975604,80.821452,COL_KI_4860,7.068351,81.303753,2026-02-19 13:58:15,2026-02-17 14:58:15,1,0,22,55,33,3.32,1.52,15,15,10,0,0,373.55,0,65.52,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6078,+94772535966,99373891,Oppo Reno 8,2026-02-21 13:58:15,Galle,Area_15,6.763192,81.837912,COL_WE_3976,9.4031,79.597995,Colombo,Area_16,9.037443,80.371732,JAF_NA_4968,7.193867,79.797466,2026-02-20 11:58:15,2026-02-19 11:58:15,1,1,48,34,78,2.76,4.18,30,7,19,1,0,341.5,1,64.93,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6079,+94757136323,62609336,Huawei Nova 10,2026-01-29 13:58:15,Batticaloa,Area_4,8.417263,80.218176,BAD_HA_6626,8.882399,80.433094,Batticaloa,Area_20,9.228901,79.817984,JAF_PO_1349,7.380694,80.323927,2026-01-28 14:58:15,2026-01-28 09:58:15,1,1,31,33,68,6.66,-0.18,28,10,18,1,1,364.77,1,84.33,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6080,+94765088894,22305167,Oppo Reno 8,2026-02-03 13:58:15,Matara,Area_20,6.656278,79.80841,JAF_CH_6707,8.466593,80.208758,Colombo,Area_20,6.60524,80.146612,KAN_GA_2284,9.655826,80.479224,2026-02-03 10:58:15,2026-02-02 17:58:15,1,1,40,38,129,2.44,1.13,11,12,3,0,1,194.57,1,77.01,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6081,+94700950519,22908627,Samsung Galaxy A54,2026-02-13 13:58:15,Batticaloa,Area_1,6.709972,79.511436,BAT_ER_9624,8.00641,79.556612,Galle,Area_14,6.084984,80.350104,KAN_KA_7716,6.778194,79.586449,2026-02-12 08:58:15,2026-02-13 01:58:15,0,0,24,19,5,1.52,2.65,4,1,15,1,1,10.21,0,10.86,0,0,NORMAL_BEHAVIOR
DEMOUSER_6082,+94788779888,96724991,Xiaomi 13,2026-02-18 13:58:15,Kandy,Area_9,8.371769,80.163371,JAF_PO_6538,9.728567,81.468957,Colombo,Area_18,8.634426,79.772984,BAT_OD_6146,9.556233,80.644086,2026-02-16 14:58:15,2026-02-16 13:58:15,0,0,6,0,4,0.5,1.24,6,2,18,0,0,19.4,0,20.48,0,0,NORMAL_BEHAVIOR
DEMOUSER_6083,+94748760718,25431704,Oppo Reno 8,2026-02-17 13:58:15,Matara,Area_14,7.202722,81.418199,GAL_AM_5687,9.828405,80.28564,Batticaloa,Area_12,9.093111,80.499915,BAD_EL_4077,7.416932,80.529593,2026-02-15 14:58:15,2026-02-15 08:58:15,0,0,13,0,35,1.66,5.7,7,3,17,1,1,16.44,0,10.56,0,0,NORMAL_BEHAVIOR
DEMOUSER_6084,+94744176014,61473071,iPhone 15 Pro,2026-02-20 13:58:15,Kandy,Area_6,9.673064,81.699872,KUR_PA_2908,7.243422,81.598989,Matara,Area_8,8.447167,81.397141,BAT_KA_7349,8.010315,81.608897,2026-02-18 22:58:15,2026-02-18 11:58:15,1,1,4,80,101,5.8,-1.75,15,12,17,0,0,422.98,1,80.72,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6085,+94775369649,46064771,Xiaomi Poco X4,2026-02-07 13:58:15,Matara,Area_19,8.452676,80.778359,GAL_UN_7590,5.968951,80.634692,Negombo,Area_19,7.635232,81.223941,BAD_BA_7364,9.040429,81.172143,2026-02-06 11:58:15,2026-02-05 18:58:15,1,0,47,78,58,2.68,0.12,29,13,17,1,1,131.96,1,94.36,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6086,+94700756463,71135321,iPhone 13,2026-01-28 13:58:15,Colombo,Area_5,8.964699,80.974311,BAD_HA_8583,8.812866,80.266687,Colombo,Area_14,8.660717,81.755988,BAT_ER_5719,7.015307,81.888347,2026-01-27 21:58:15,2026-01-27 20:58:15,0,0,42,17,31,1.38,-1.28,6,0,12,0,1,2.1,0,33.63,0,0,NORMAL_BEHAVIOR
DEMOUSER_6087,+94776078618,50089437,Oppo A78,2026-01-31 13:58:15,Batticaloa,Area_10,8.772782,80.303184,GAL_HI_9647,9.732805,80.564281,Kandy,Area_4,6.855864,80.277472,ANU_MI_8323,6.139681,79.899695,2026-01-30 10:58:15,2026-01-31 10:58:15,0,0,20,4,25,1.47,5.06,4,0,12,0,0,23.31,0,32.95,0,0,NORMAL_BEHAVIOR
DEMOUSER_6088,+94700940206,94669323,Samsung Galaxy A54,2026-02-01 13:58:15,Negombo,Area_4,6.047426,80.041248,KAN_PE_3969,7.509824,80.653643,Matara,Area_14,5.933311,80.106094,GAL_HI_4482,7.055496,80.936924,2026-02-01 12:58:15,2026-01-30 04:58:15,0,0,35,13,30,0.24,0.79,1,3,19,1,0,17.69,0,23.9,0,0,NORMAL_BEHAVIOR
DEMOUSER_6089,+94705335573,36435987,Huawei P50,2026-02-15 13:58:15,Galle,Area_1,8.219499,81.355286,BAT_ER_3307,7.891437,79.806245,Batticaloa,Area_7,9.764329,79.728386,JAF_CH_9202,7.577452,80.505668,2026-02-13 22:58:15,2026-02-13 20:58:15,1,0,36,21,60,5.12,0.73,20,8,2,0,0,230.58,1,69.01,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6090,+94773728016,39871774,Oppo Reno 8,2026-02-04 13:58:15,Colombo,Area_4,9.348066,81.444955,BAT_KA_5587,9.262037,81.806933,Kandy,Area_6,8.181879,81.574353,KAN_KA_1579,7.603143,81.160474,2026-02-02 15:58:15,2026-02-04 08:58:15,1,1,46,66,32,6.31,-1.64,29,14,13,0,0,485.47,0,78.53,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6091,+94751008568,53299081,Samsung Galaxy A54,2026-02-18 13:58:15,Kandy,Area_8,7.410417,81.657189,KAN_PE_2376,8.604175,80.87204,Jaffna,Area_3,7.568513,80.979013,COL_MO_3514,9.702436,80.586272,2026-02-18 01:58:15,2026-02-17 04:58:15,0,0,12,20,30,0.59,1.34,6,2,4,0,0,26.26,0,2.63,0,0,NORMAL_BEHAVIOR
DEMOUSER_6092,+94706916344,69924933,Xiaomi Redmi Note 11,2026-02-16 13:58:15,Kandy,Area_5,8.401017,80.006911,BAD_EL_4593,9.16774,81.596116,Matara,Area_8,7.692533,80.339409,GAL_KA_4748,8.167179,79.991925,2026-02-16 10:58:15,2026-02-13 20:58:15,1,1,34,53,141,7.62,5.43,17,7,5,0,0,373.89,1,71.85,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6093,+94772898862,32032006,Samsung Galaxy A54,2026-02-04 13:58:15,Batticaloa,Area_10,8.529846,79.86781,BAT_OD_4102,9.130128,81.117781,Jaffna,Area_12,9.162159,80.343754,JAF_KO_5967,8.872328,81.745465,2026-02-03 13:58:15,2026-02-04 00:58:15,0,0,0,4,30,1.19,4.17,7,3,17,0,0,0.52,0,2.28,0,0,NORMAL_BEHAVIOR
DEMOUSER_6094,+94767851350,95594548,iPhone 15 Pro,2026-02-02 13:58:15,Jaffna,Area_3,9.760562,81.499792,GAL_KA_8827,6.579977,81.817395,Anuradhapura,Area_17,8.344241,81.330242,JAF_NA_8015,8.964277,80.99414,2026-02-02 01:58:15,2026-01-30 19:58:15,1,1,34,59,63,6.44,-0.48,20,9,6,0,1,131.75,1,84.86,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6095,+94766819094,54339784,Vivo Y35,2026-01-31 13:58:15,Colombo,Area_20,6.114038,80.334105,ANU_TA_7174,9.379393,79.89583,Negombo,Area_14,6.022394,80.367195,JAF_NA_5939,7.807204,80.203814,2026-01-30 19:58:15,2026-01-31 03:58:15,0,0,8,13,17,0.64,3.17,4,2,11,1,0,18.31,0,28.84,0,0,NORMAL_BEHAVIOR
DEMOUSER_6096,+94720036930,16514337,iPhone 14,2026-02-14 13:58:15,Batticaloa,Area_12,7.243213,80.173702,GAL_UN_7643,6.166685,80.068558,Kandy,Area_2,8.499151,81.672099,JAF_KO_1774,5.944758,80.971342,2026-02-13 02:58:15,2026-02-11 18:58:15,1,0,12,76,144,6.34,2.34,12,11,15,1,0,439.5,1,67.15,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6097,+94758920178,72967274,Samsung Galaxy S24,2026-02-10 13:58:15,Negombo,Area_9,5.911898,79.782951,JAF_KO_8932,7.082399,80.709613,Matara,Area_3,8.297128,79.557944,KAN_PE_4893,9.557684,79.522063,2026-02-09 14:58:15,2026-02-09 09:58:15,1,0,38,71,132,4.05,-1.6,21,9,10,0,1,444.72,1,60.2,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6098,+94770447128,15464663,iPhone 13,2026-01-28 13:58:15,Jaffna,Area_19,9.677218,81.364837,COL_MO_4166,8.702578,80.553085,Kurunegala,Area_17,9.555067,80.822015,BAT_OD_6146,6.283942,79.969932,2026-01-27 20:58:15,2026-01-25 21:58:15,0,0,30,9,6,0.28,5.66,6,1,1,0,1,6.96,0,4.66,0,0,NORMAL_BEHAVIOR
DEMOUSER_6099,+94780761890,67748454,Vivo Y35,2026-02-21 13:58:15,Kurunegala,Area_8,6.343393,81.272011,ANU_TA_7031,6.270606,80.733272,Kandy,Area_9,6.435876,80.394216,KAN_KA_3332,5.938258,79.721329,2026-02-20 21:58:15,2026-02-20 09:58:15,0,0,42,2,2,0.75,1.79,7,2,9,0,1,8.31,0,31.23,0,0,NORMAL_BEHAVIOR
DEMOUSER_6100,+94786754124,36266727,Samsung Galaxy S24,2026-02-02 13:58:15,Colombo,Area_7,7.242738,80.483354,BAD_HA_7038,5.920206,80.597745,Negombo,Area_7,6.037279,79.705023,COL_WE_8842,9.898841,80.25666,2026-02-01 12:58:15,2026-01-31 04:58:15,0,0,34,6,20,0.52,4.65,1,3,20,0,1,24.25,0,23.16,0,0,NORMAL_BEHAVIOR
DEMOUSER_6101,+94751801313,68060643,Samsung Galaxy A54,2026-01-31 13:58:15,Anuradhapura,Area_6,8.874978,79.890742,RAT_EM_2395,8.770994,80.815216,Matara,Area_2,7.385217,80.29656,BAD_BA_9883,6.13731,79.948301,2026-01-30 21:58:15,2026-01-30 02:58:15,1,1,18,21,102,5.54,0.36,24,8,14,1,1,109.86,1,76.97,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6102,+94761449612,92902946,iPhone 14,2026-02-25 13:58:15,Kandy,Area_1,9.087507,80.217452,COL_MO_1381,5.943284,79.641306,Kurunegala,Area_17,8.873248,81.853517,GAL_HI_3384,8.854681,80.563316,2026-02-24 23:58:15,2026-02-22 18:58:15,1,1,19,58,37,5.45,4.24,30,15,16,1,0,389.65,0,92.19,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6103,+94774960336,41472417,iPhone 15 Pro,2026-02-07 13:58:15,Kandy,Area_13,9.789399,81.323181,KUR_NA_6072,9.47617,81.643931,Negombo,Area_20,9.583186,80.468744,RAT_EM_1985,9.601011,80.415276,2026-02-06 13:58:15,2026-02-04 18:58:15,0,0,0,20,34,0.77,-1.6,5,1,6,1,1,25.98,0,8.98,0,0,NORMAL_BEHAVIOR
DEMOUSER_6104,+94751575128,81067718,Xiaomi 13,2026-02-05 13:58:15,Negombo,Area_13,7.655792,81.51859,COL_MO_6763,8.83505,81.082489,Jaffna,Area_8,9.805017,80.926379,KAN_KA_7786,6.557936,81.657713,2026-02-05 05:58:15,2026-02-04 04:58:15,1,1,10,32,76,5.17,-0.89,30,10,1,1,0,426.21,1,73.11,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6105,+94717141643,85617694,Xiaomi Note 18,2026-02-06 13:58:15,Kandy,Area_2,8.620685,79.544369,RAT_EM_3224,9.871127,79.668618,Batticaloa,Area_8,8.116939,79.80429,KAN_AK_1225,6.503898,81.782595,2026-02-06 12:58:15,2026-02-04 10:58:15,0,0,2,7,25,1.07,2.47,3,3,7,0,0,38.89,0,5.43,0,0,NORMAL_BEHAVIOR
DEMOUSER_6106,+94728154600,70036836,Xiaomi Poco X4,2026-02-09 13:58:15,Negombo,Area_17,6.700927,81.051912,RAT_EM_5803,9.485853,81.802028,Kurunegala,Area_7,7.680752,81.160892,BAT_KA_7349,7.849672,81.405048,2026-02-07 21:58:15,2026-02-06 18:58:15,1,1,47,53,50,2.41,0.61,22,12,6,0,1,475.05,0,75.08,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6107,+94757791555,72382145,iPhone 14,2026-02-15 13:58:15,Anuradhapura,Area_7,7.396345,80.538099,RAT_PE_9253,7.055988,80.840566,Kandy,Area_10,8.494917,81.018594,COL_BA_6583,6.750685,80.195512,2026-02-15 04:58:15,2026-02-13 05:58:15,1,1,11,49,38,6.72,1.95,15,8,15,1,0,347.15,1,62.21,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6108,+94745659678,75596938,Huawei P50,2026-02-12 13:58:15,Matara,Area_18,8.639996,80.38361,ANU_MI_2469,9.074201,79.805329,Colombo,Area_4,6.391915,80.854505,JAF_CH_6751,9.073233,80.242587,2026-02-11 14:58:15,2026-02-09 13:58:15,1,1,10,68,95,4.54,-0.48,14,11,17,1,0,162.72,1,71.64,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6109,+94783147717,69896690,Huawei P50,2026-02-12 13:58:15,Anuradhapura,Area_10,6.294318,80.155225,KUR_KU_5519,9.619483,81.253823,Galle,Area_14,6.531755,79.756814,KAN_PE_4893,9.299792,80.19671,2026-02-11 04:58:15,2026-02-10 05:58:15,0,0,0,16,31,1.15,3.93,2,3,20,0,1,2.47,0,21.93,0,0,NORMAL_BEHAVIOR
DEMOUSER_6110,+94723795969,96654044,Samsung Galaxy S22,2026-02-10 13:58:15,Anuradhapura,Area_16,8.893699,80.736417,BAT_KA_3480,7.647424,79.968881,Kurunegala,Area_18,8.288971,79.869815,JAF_CH_1162,8.835507,79.905431,2026-02-08 14:58:15,2026-02-09 12:58:15,1,0,9,22,56,5.21,-1.46,11,15,11,1,1,300.7,1,93.71,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6111,+94729664628,39928623,Oppo Reno 8,2026-01-29 13:58:15,Batticaloa,Area_4,6.515045,80.276807,RAT_BA_7210,9.429874,80.665668,Batticaloa,Area_20,7.677595,79.92605,GAL_KA_2285,8.809506,81.13661,2026-01-29 11:58:15,2026-01-28 06:58:15,1,1,5,40,147,6.48,4.65,27,11,1,0,1,289.93,1,91.34,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6112,+94789410626,94590948,Samsung Galaxy S24,2026-02-22 13:58:15,Jaffna,Area_2,7.97672,79.913921,BAD_BA_1660,9.121533,79.700955,Batticaloa,Area_7,6.38039,80.610741,COL_DE_5705,8.904202,80.118398,2026-02-20 16:58:15,2026-02-20 12:58:15,0,0,24,11,27,1.69,5.19,2,3,3,1,0,28,0,5.71,0,0,NORMAL_BEHAVIOR
DEMOUSER_6113,+94714042562,28226403,iPhone 14,2026-02-18 13:58:15,Jaffna,Area_4,9.831147,79.959992,GAL_HI_3675,9.254307,79.840795,Anuradhapura,Area_4,8.993559,81.795143,KAN_KA_3487,8.595548,80.021998,2026-02-16 21:58:15,2026-02-17 06:58:15,1,1,32,74,43,2.28,-0.63,12,12,11,0,1,293,1,88.06,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6114,+94761488763,52847747,Huawei P50,2026-02-19 13:58:15,Batticaloa,Area_11,8.511981,80.775587,BAD_HA_1103,9.595174,81.794549,Galle,Area_11,7.277691,80.411597,JAF_NA_7881,8.344932,81.07753,2026-02-18 02:58:15,2026-02-18 13:58:15,0,0,34,12,23,1.26,2.89,5,2,7,1,0,33.05,0,28.86,0,0,NORMAL_BEHAVIOR
DEMOUSER_6115,+94707710758,65699879,Vivo Y35,2026-02-01 13:58:15,Negombo,Area_9,9.451982,80.581572,KUR_PA_5137,7.050789,80.051624,Kurunegala,Area_10,8.22245,79.892916,COL_MO_9579,8.060805,80.457385,2026-01-31 11:58:15,2026-02-01 11:58:15,0,0,30,2,9,1.36,0.69,7,2,9,0,0,14.68,0,17.55,0,0,NORMAL_BEHAVIOR
DEMOUSER_6116,+94721221636,82648212,Samsung Galaxy A54,2026-02-01 13:58:15,Anuradhapura,Area_17,7.093801,79.719645,KUR_KU_3897,7.265355,80.080492,Colombo,Area_13,6.747018,81.373039,BAD_EL_9634,8.44453,79.897486,2026-02-01 11:58:15,2026-01-31 04:58:15,0,0,46,11,28,0.89,-1.49,8,2,14,1,1,28.52,0,5.09,0,0,NORMAL_BEHAVIOR
DEMOUSER_6117,+94777385635,78659462,Xiaomi Poco X4,2026-02-11 13:58:15,Galle,Area_19,9.895135,81.673441,RAT_PE_1119,9.758619,81.435679,Kurunegala,Area_4,6.281128,81.212764,GAL_KA_8827,7.250662,80.631595,2026-02-10 23:58:15,2026-02-10 12:58:15,0,0,1,19,20,1.41,0.29,4,3,2,0,0,8.93,0,0.22,0,0,NORMAL_BEHAVIOR
DEMOUSER_6118,+94751537861,73804561,Samsung Galaxy S24,2026-02-06 13:58:15,Galle,Area_1,6.882515,79.695244,ANU_TA_8474,6.387619,81.643216,Jaffna,Area_6,9.15211,80.557117,BAT_ER_1468,9.870566,81.056227,2026-02-05 11:58:15,2026-02-05 13:58:15,0,0,25,11,25,0.38,1.77,6,2,5,1,1,14.03,0,20.07,0,0,NORMAL_BEHAVIOR
DEMOUSER_6119,+94712427697,85530730,iPhone 14,2026-02-25 13:58:15,Anuradhapura,Area_11,6.349092,80.389185,BAD_EL_6698,6.966411,80.72857,Anuradhapura,Area_14,6.43441,81.899026,BAT_OD_7425,7.558162,79.500523,2026-02-24 04:58:15,2026-02-24 05:58:15,0,0,33,4,15,0.5,2.7,5,2,16,1,1,20.36,0,17.61,0,0,NORMAL_BEHAVIOR
DEMOUSER_6120,+94712673160,78609862,Vivo Y35,2026-02-07 13:58:15,Batticaloa,Area_17,7.888519,81.302373,ANU_KE_9176,6.309511,81.87921,Jaffna,Area_3,6.499068,80.98666,BAT_ER_8913,8.32952,80.616714,2026-02-05 21:58:15,2026-02-07 02:58:15,1,1,30,68,112,3.72,-0.57,22,15,13,0,1,359.35,1,94.78,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6121,+94767638455,88626479,iPhone 13,2026-02-01 13:58:15,Kurunegala,Area_3,9.703855,80.748995,COL_KI_8284,8.025519,80.651496,Matara,Area_3,6.947381,81.372157,RAT_EM_4181,8.21087,80.172556,2026-02-01 10:58:15,2026-01-31 11:58:15,0,0,7,8,18,0.91,5.71,1,3,3,1,0,28.92,0,12.1,0,0,NORMAL_BEHAVIOR
DEMOUSER_6122,+94756298350,40300054,Xiaomi Redmi Note 11,2026-02-03 13:58:15,Batticaloa,Area_1,6.12463,81.770133,BAD_BA_4741,7.660773,79.903212,Batticaloa,Area_4,7.024351,81.478397,GAL_AM_2767,6.271192,81.674901,2026-02-02 06:58:15,2026-02-01 08:58:15,0,0,11,20,2,0.85,-0.8,6,1,17,0,1,30.93,0,24.14,0,0,NORMAL_BEHAVIOR
DEMOUSER_6123,+94749276513,66394534,Xiaomi Poco X4,2026-02-26 13:58:15,Kurunegala,Area_14,9.306571,81.239725,KUR_NA_1496,6.201638,80.657527,Anuradhapura,Area_14,7.288071,79.682369,ANU_KE_6302,6.50052,81.121524,2026-02-25 14:58:15,2026-02-24 14:58:15,0,0,13,17,8,1.3,0.09,8,3,16,0,0,36.9,0,33.12,0,0,NORMAL_BEHAVIOR
DEMOUSER_6124,+94765771232,76560888,Oppo A78,2026-01-30 13:58:15,Kandy,Area_3,6.48885,81.139783,KUR_NA_1596,9.358964,81.312883,Negombo,Area_7,7.83746,81.668816,BAD_HA_8993,6.449438,80.626005,2026-01-29 13:58:15,2026-01-29 06:58:15,0,0,41,19,16,0.59,1.78,2,1,7,0,0,36.17,0,25.84,0,0,NORMAL_BEHAVIOR
DEMOUSER_6125,+94709772083,27319176,Xiaomi Poco X4,2026-02-06 13:58:15,Matara,Area_1,9.103142,79.535904,RAT_PE_6143,8.41626,81.897659,Matara,Area_14,9.1967,79.894469,BAT_ER_3307,7.724348,81.069569,2026-02-06 03:58:15,2026-02-05 00:58:15,1,1,40,34,73,4.05,1.08,11,10,8,1,0,468.66,0,81.81,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_6126,+94758484482,77253715,iPhone 13,2026-02-24 13:58:15,Kurunegala,Area_11,6.669612,79.576552,KAN_AK_2258,6.761796,79.988122,Kandy,Area_10,7.079769,80.423853,JAF_KO_8353,7.166422,81.093399,2026-02-23 17:58:15,2026-02-23 05:58:15,0,0,23,1,33,0.21,3.1,1,3,11,0,1,9.6,0,14.26,0,0,NORMAL_BEHAVIOR
DEMOUSER_6127,+94747703805,51367181,Samsung Galaxy S22,2026-02-09 13:58:15,Kandy,Area_17,7.057713,81.732518,JAF_KO_8158,9.174583,79.829497,Anuradhapura,Area_4,8.008553,79.726158,ANU_TA_3918,9.296811,79.667664,2026-02-08 14:58:15,2026-02-06 15:58:15,1,0,22,40,131,4.69,-1.66,25,8,3,0,0,247.14,1,71.33,1,1,HIGH_RISK_SIM_SWAP
